,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1208,qXnWu4Xw8,tranny,"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.",,True,,74.0,eng,,,,False,False,False,True,True,False,False,2987,188,4,2013-07-04 17:23:55,2013-07-04 17:23:55
1209,jkYGGtc27,three fifths,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,97.0,eng,,three fifth,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:30,2013-07-04 17:17:30
1210,bEWh6bP9k,three fifth,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:00,2013-07-04 17:17:00
1211,fxX7hKrFv,slave,"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.",,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:32:42,2013-07-04 15:32:42
1212,eYMMnkv6x,Shy,"A Jewish person, originated in Merchant of Venice.",Meek,False,,72.0,eng,,Shylock,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:25:29,2013-07-04 15:25:29
1213,vRUCf4b9p,shemale,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,,True,,96.0,eng,,,,False,False,False,True,True,False,False,3251,26,0,2013-07-04 15:22:06,2013-07-04 15:22:06
1214,q47khBGyR,scuffer,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",,False,,90.0,eng,,,,False,False,False,False,False,False,True,96,33,0,2013-07-02 19:46:13,2013-07-02 19:46:13
1215,M9czt74Ct,bogan,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,AU,73.0,eng,,,,True,True,False,False,False,False,True,1868,65,1,2013-06-28 19:38:03,2013-06-28 19:38:03
1216,nqK4xzGYq,dhimmi,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",,False,,72.0,eng,,,,False,False,False,False,False,False,False,1233,170,1,2013-06-26 12:46:22,2013-06-26 12:46:22
1217,k3ve9DZBP,coolie,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",,False,,89.0,eng,,,,False,True,False,False,False,False,False,275,67,1,2013-06-25 21:28:42,2013-06-25 21:28:42
1218,4kWXzFTfH,prod,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",[1] Encourage [2] Propel,False,,74.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 13:30:28,2013-06-25 13:30:28
1219,Re6mz8Y9J,pom,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,98.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 12:40:41,2013-06-25 12:40:41
1220,WZ8JhwzUE,nip,"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).",Bite,False,,97.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 11:21:09,2013-06-25 11:21:09
1221,t8JzMzQRt,pommie,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,94.0,eng,,pom,,True,False,False,False,False,False,False,690,84,3,2013-06-25 10:30:01,2013-06-25 10:30:01
1222,eUq4VPh6h,niggar,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,3426,504,3,2013-06-25 10:13:57,2013-06-25 10:13:57
1223,k4CkBTtjj,Orangie,"A pro-British Ulster Protestant, referring to supporters of the Orange Order.",,False,,72.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 09:30:22,2013-06-25 09:30:22
1224,3m7BMUBUQ,nigra,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,98,20,0,2013-06-25 04:04:34,2013-06-25 04:04:34
1225,26CDcDWa2,abo,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-25 01:46:40,2013-06-25 01:46:40
1226,P7gZG7Tcf,pommy,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,80.0,eng,,pom,,True,False,False,False,False,False,False,794,50,1,2013-06-24 15:31:18,2013-06-24 15:31:18
1227,ZRN2p49HC,buffie,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-24 06:10:11,2013-06-24 06:10:11
1228,tGXNgN8Br,sambo,A black person.,,False,,90.0,eng,,,,False,True,False,False,False,False,False,62,17,0,2013-06-24 00:05:55,2013-06-24 00:05:55
1229,jYqw27BMx,darkie,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,True,,81.0,eng,,darky,,False,True,False,False,False,False,False,2304,288,2,2013-06-23 18:20:11,2013-06-23 18:20:11
1230,hauHGm329,beaney,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,84.0,eng,,beaner,,False,True,False,False,False,False,False,0,0,0,2013-06-23 15:03:48,2013-06-23 15:03:48
1231,GCcajHF9c,shade,"A black person, or one attempting to be perceived as black.","Shelter, particularly from the sun",False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 13:40:29,2013-06-23 13:40:29
1232,6hCjv3qHW,Christ killer,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,True,,93.0,eng,,,,False,True,True,False,False,False,False,251,44,0,2013-06-23 12:00:35,2013-06-23 12:00:35
1233,8K3krCHve,Gerudo,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",,False,,93.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 11:30:27,2013-06-23 11:30:27
1234,NnqUcvJc7,gew,A German Jew.,,False,,89.0,eng,,,,True,True,True,False,False,False,False,0,0,0,2013-06-23 11:10:26,2013-06-23 11:10:26
1235,ZVMw8fRnB,Shelta,An Irish Traveller.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-23 07:40:26,2013-06-23 07:40:26
1236,Au9ewvmY4,slopy,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,89.0,eng,,slope,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:30:12,2013-06-23 06:30:12
1237,uJp3C8U2e,slit,A person of Asian descent.,A narrow opening,False,,79.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:10:32,2013-06-23 06:10:32
1238,PnKtFbdP8,Skippy,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",,False,,45.0,eng,,Skip,,True,True,False,False,False,False,False,0,0,0,2013-06-23 04:40:14,2013-06-23 04:40:14
1239,Hc3FE6nRr,bluegum,An African-American perceived as being lazy and who refuses to work.,,False,,69.0,eng,,,,False,True,False,False,False,False,False,101,44,0,2013-06-23 04:16:10,2013-06-23 04:16:10
1240,dpKKz2ueM,ghetto,Used to describe urban blacks.,A predominantly poor community,False,,70.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 03:20:31,2013-06-23 03:20:31
1241,ee8aGRy7j,chonky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,,False,,61.0,eng,,,,True,True,False,False,False,False,False,511,145,4,2013-06-23 02:52:58,2013-06-23 02:52:58
1242,929NC47jm,chunky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,An uneven aggregate of ingredients,False,,89.0,eng,,chonky,,True,True,False,False,False,False,False,0,0,0,2013-06-23 02:52:58,2013-06-23 02:52:58
1243,tkGyaCR69,spike,A very High Church Anglican or Anglo-Catholic.,A large nail,False,,71.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 02:00:29,2013-06-23 02:00:29
1244,FVnxUw2zf,squinty,"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 00:00:35,2013-06-23 00:00:35
1245,6a4qKRvhx,goober,A rural person or resident of a small town.,,False,,98.0,eng,,,,False,False,False,False,False,False,False,1356,207,0,2013-06-22 22:56:10,2013-06-22 22:56:10
1246,dRg2yyahb,sub human,A black person.,,False,,87.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-22 22:50:08,2013-06-22 22:50:08
1247,t8xZQvM7C,guinea,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,81.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-22 19:06:53,2013-06-22 19:06:53
1248,4m74BQfBX,cotton picker,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,4154,626,0,2013-06-22 18:38:59,2013-06-22 18:38:59
1249,8yw69tP76,greaser,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,99.0,eng,,greaseball,,True,True,False,False,False,False,False,0,0,0,2013-06-22 17:57:51,2013-06-22 17:57:51
1250,jTNK8JwU9,Shylock,"A Jewish person, originated in Merchant of Venice.",,False,,72.0,eng,,,,False,True,False,False,False,False,False,308,38,0,2013-06-22 06:51:49,2013-06-22 06:51:49
1251,ztGNRW8Jz,Jap,"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'",,False,US,58.0,eng,,,,True,True,False,False,False,False,False,168,9,0,2013-06-22 02:49:25,2013-06-22 02:49:25
1252,2vyCBBzV9,diaper head,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,False,,86.0,eng,,raghead,,False,True,False,False,False,False,False,208,25,0,2013-06-22 02:02:43,2013-06-22 02:02:43
1253,hX9VtZjnv,roundeye,A white or non-Asian person.,,False,,80.0,eng,,,,False,True,False,False,False,False,False,90,29,0,2013-06-22 01:10:15,2013-06-22 01:10:15
1254,xpxj2tK9n,jig,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.","A dance, often impromptu",False,,97.0,eng,,jigaboo,,False,True,False,False,False,False,False,0,0,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1255,TWVUM7xdk,jijjiboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,3,3,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1256,HP8tddveZ,house nigger,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,True,,98.0,eng,,,,False,True,False,False,False,False,False,2202,244,0,2013-06-21 23:37:27,2013-06-21 23:37:27
1257,uDhg9Mbb4,jocky,"A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.",,False,,74.0,eng,,jock,,False,False,False,False,False,False,False,179,40,0,2013-06-21 21:28:26,2013-06-21 21:28:26
1258,T2RDQb6xa,octaroon,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,True,,81.0,eng,,octroon,,False,True,False,False,False,False,False,1296,557,2,2013-06-21 16:19:30,2013-06-21 16:19:30
1259,PFnJ6FkJa,curry stinker,A person of East Indian origin.,,True,,86.0,eng,,curry muncher,,False,True,False,False,False,False,False,9,2,0,2013-06-21 16:05:55,2013-06-21 16:05:55
1260,D6Jtu6NYX,white nigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,99.0,eng,,,,True,True,False,False,False,False,False,101,4,0,2013-06-21 15:09:18,2013-06-21 15:09:18
1261,mrjdR4WKT,whitey,A Caucasian.,,False,,86.0,eng,,,,False,True,False,False,False,False,False,521,104,1,2013-06-21 14:11:36,2013-06-21 14:11:36
1262,96yhy3Hk2,WIC,Acronym for White Irish Catholic.,,False,,86.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2013-06-21 13:20:17,2013-06-21 13:20:17
1263,ER94TMbB8,Yank,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,Pull,False,,80.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 11:00:05,2013-06-21 11:00:05
1264,nC939xC3k,Yankee,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,,False,,80.0,eng,,Yank,,True,False,False,False,False,False,False,0,0,0,2013-06-21 10:20:16,2013-06-21 10:20:16
1265,gGB7u9Xqq,kraut,"A German, most specifically during World War II. From Sauerkraut.",,False,,70.0,eng,,,,True,False,False,False,False,False,False,202,68,0,2013-06-21 06:04:45,2013-06-21 06:04:45
1266,3ADEZNZ6x,lemonhead,An Asian person.,,False,,79.0,eng,,,,False,True,False,False,False,False,False,235,44,0,2013-06-21 02:50:32,2013-06-21 02:50:32
1267,xY7ymknxp,Merkin,Similar to 'American.',,False,,73.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 02:50:09,2013-06-21 02:50:09
1268,hxZtJMKt3,ZOG,"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",,False,US,92.0,eng,,,,False,True,False,False,False,False,False,505,47,1,2013-06-21 01:42:15,2013-06-21 01:42:15
1269,uAuJGgQ9f,sideways pussy,"An Asian woman, particularly of Chinese descent.",,True,,88.0,eng,,sideways vagina,,True,True,False,False,False,False,False,226,43,0,2013-06-20 18:14:00,2013-06-20 18:14:00
1270,B4tfQxY3Q,cowboy killer,A Native American.,,False,,74.0,eng,,,,False,True,False,False,False,False,False,866,175,0,2013-06-20 09:29:09,2013-06-20 09:29:09
1271,9RbmyaNJr,eyetie,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',,True,,81.0,eng,,,,True,True,False,False,False,False,False,243,66,0,2013-06-20 07:22:57,2013-06-20 07:22:57
1272,64mQJ3KAE,proddy dog,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,True,,84.0,eng,,prod,,False,False,True,False,False,False,False,61,14,0,2013-06-19 20:55:26,2013-06-19 20:55:26
1273,H8g8GZ4Ax,prairie nigger,A Native American.,,True,,98.0,eng,,,,False,True,False,False,False,False,False,94,15,0,2013-06-19 19:53:18,2013-06-19 19:53:18
1274,a3m8GPkcf,Southern fairy,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",,False,GB,76.0,eng,,,,False,False,False,False,False,False,False,101,84,0,2013-06-19 16:25:44,2013-06-19 16:25:44
1275,ZGgc8Fan8,coon ass,A person of Cajun ethnicity.,,True,,72.0,eng,,,,False,True,False,False,False,False,False,3496,494,2,2013-06-19 06:34:53,2013-06-19 06:34:53
1276,3K3zQvqm9,moulie,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,,,False,True,False,False,False,False,False,329,83,1,2013-06-19 04:07:57,2013-06-19 04:07:57
1277,7y2VTFXCn,sideways vagina,"An Asian woman, particularly of Chinese descent.",,True,,94.0,eng,,,,True,True,False,False,False,False,False,354,72,0,2013-06-19 02:40:02,2013-06-19 02:40:02
1278,fz6E48ehr,camel humper,Person of Middle Eastern descent.,,True,,95.0,eng,,camel jockey,,False,True,False,False,False,False,False,376,103,0,2013-06-19 02:30:44,2013-06-19 02:30:44
1279,g9QGBUKJP,FOB,A person of foreign nationality.,"A chain, particularly when used with a timepiece",False,,88.0,eng,,fresh off the boat,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1280,2DEurVX63,fresh off the boat,A person of foreign nationality.,,False,,52.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-18 23:11:23,2013-06-18 23:11:23
1281,nQZaZ9NbF,gable,A black person.,A wall which encloses the end of a pitched roof,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 21:33:53,2013-06-18 21:33:53
1282,yFQ74vr9C,spade,"A black person, originating with the suit in a deck of cards.",Shovel,False,,93.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-18 20:04:01,2013-06-18 20:04:01
1283,UbKAZ2J3B,wagon burner,A Native American person.,,True,,87.0,eng,,,,False,True,False,False,False,False,False,283,60,0,2013-06-18 18:10:04,2013-06-18 18:10:04
1284,Wzwy99PA8,moulignon,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",,True,,89.0,eng,,moulie,,False,True,False,False,False,False,False,62,11,0,2013-06-18 01:40:55,2013-06-18 01:40:55
1285,7BtqnhDHy,border bunny,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,85.0,eng,,wetback,,False,True,False,False,False,False,False,132,56,0,2013-06-18 00:57:58,2013-06-18 00:57:58
1286,qb2KqVgnC,dune coon,A person of Arab descent.,,True,,99.0,eng,,sand nigger,,False,True,False,False,False,False,False,1066,122,0,2013-06-17 22:13:30,2013-06-17 22:13:30
1287,PwM7XTJHW,mosshead,A black person.,,False,,81.0,eng,,,,False,True,False,False,False,False,False,116,73,0,2013-06-17 19:50:29,2013-06-17 19:50:29
1288,GHxF7bn87,gooky,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",,False,,97.0,eng,,gook,,False,True,False,False,False,False,False,240,61,0,2013-06-17 18:37:36,2013-06-17 18:37:36
1289,JfzXrQr7x,border jumper,"A person of Latino descent, particularly a Mexican migrant laborer.",,True,,82.0,eng,,wetback,,False,True,False,False,False,False,False,1825,401,0,2013-06-17 18:11:28,2013-06-17 18:11:28
1290,Ywy6VyXT8,higger,A Hindu person with preceived black mannerisms.,,False,,68.0,eng,,,,False,True,True,False,False,False,False,181,59,0,2013-06-16 13:12:27,2013-06-16 13:12:27
1291,N4DyxwBHg,gippo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,97.0,eng,,gyppo,,False,True,False,False,False,False,False,772,98,0,2013-06-16 08:27:16,2013-06-16 08:27:16
1292,EZKArmFB3,gyppo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,,,False,True,False,False,False,False,False,2025,313,1,2013-06-15 21:23:29,2013-06-15 21:23:29
1293,tP4pHEaRC,touch of the tar brush,A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,,True,,90.0,eng,,,,False,True,False,False,False,False,False,284,38,0,2013-06-15 05:18:18,2013-06-15 05:18:18
1294,g4VgeMDUH,yardie,"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.",,False,GB,76.0,eng,,,,True,True,False,False,False,False,True,1657,134,0,2013-06-07 13:53:40,2013-06-07 13:53:40
1295,RDX92tdyM,boo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",An exclamation intended to scare the listener,False,,78.0,eng,,jigaboo,,False,True,False,False,False,False,False,0,0,0,2013-06-05 14:13:58,2013-06-05 14:13:58
1296,V7KK9jdja,Rico Suave,"A person of Hispanic descent, from the singer of the same name.",,False,,55.0,eng,,,,False,True,False,False,False,False,False,201,12,0,2013-06-02 22:24:19,2013-06-02 22:24:19
1297,yFMmh3ezd,redneck,Southern laborer-class whites.,,False,,68.0,eng,,,,False,False,False,False,False,False,True,987,248,5,2013-06-02 05:49:03,2013-06-02 05:49:03
1298,b7PHp7TKN,muzzie,A Muslim.,,True,,84.0,eng,,,,False,False,True,False,False,False,False,4828,585,6,2013-06-01 23:05:37,2013-06-01 23:05:37
1299,V4Jc79fhB,queer,A homosexual.,Unusual,False,,44.0,eng,,,,False,False,False,False,True,False,False,666,135,0,2013-06-01 13:46:54,2013-06-01 13:46:54
1300,cyx7mvDEF,nigglet,A black child.,,True,,99.0,eng,,niglet,,False,True,False,False,False,False,False,3691,348,5,2013-05-31 04:10:25,2013-05-31 04:10:25
1301,WeZJrBa82,niggur,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,5040,629,15,2013-05-30 22:34:44,2013-05-30 22:34:44
1302,tTWJV3kr3,niglet,A black child.,,True,,99.0,eng,,,,False,True,False,False,False,False,False,3974,745,7,2013-05-30 19:55:58,2013-05-30 19:55:58
1303,xfb7ykAzV,ofay,"A white person, from Pig Latin for 'foe.'",,False,,75.0,eng,,,,False,True,False,False,False,False,False,438,159,0,2013-05-28 23:17:15,2013-05-28 23:17:15
1304,dfp72czzG,piky,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,,False,,97.0,eng,,pikey,,True,True,False,False,False,False,False,0,0,0,2013-05-28 08:39:23,2013-05-28 08:39:23
1305,Bw33KZbKj,piker,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,A person who prefers not to spend money,False,,78.0,eng,,pikey,,True,True,False,False,False,False,False,293,66,0,2013-05-28 00:45:00,2013-05-28 00:45:00
1306,jhB2e99jH,niggor,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,121,22,0,2013-05-28 00:35:34,2013-05-28 00:35:34
1307,pRMFc3bQC,abbo,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,86.0,eng,,abo,,False,True,False,False,False,False,False,0,0,0,2013-05-27 07:54:37,2013-05-27 07:54:37
1308,BWd7HQVz7,af,"An African, used by white Rhodesians.",,False,,100.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-26 21:29:46,2013-05-26 21:29:46
1309,Nqm8FJxVw,sooty,"A black person, originated in the US in the 1950s.",,False,,74.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1310,97uyVYFXG,alligator bait,"A black person, especially a black child. More commonly used in states where alligators are found, particularly Florida. First used in the early 20th century, although some hypothesize the term originated in the late 19th century.",,False,,72.0,eng,,,,False,True,False,False,False,False,False,236,97,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1311,hQQf3gUwU,ape,A black person,A primate,False,,86.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1312,JRP2kr36P,eight ball,A black person.,A billiards ball,False,,91.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1313,jh3mcgDeW,pickaninny,Black children.,,True,,97.0,eng,,,,False,True,False,False,False,False,False,1244,345,0,2013-05-26 05:13:10,2013-05-26 05:13:10
1314,XZCB3fVua,Chinaman,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",,True,,72.0,eng,,,,True,False,False,False,False,False,False,2527,419,7,2013-05-25 17:17:03,2013-05-25 17:17:03
1315,AZehm4x3h,nigor,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,47,14,0,2013-05-25 07:08:18,2013-05-25 07:08:18
1316,JKgDa2T3h,chigger,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,A mite,False,,77.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-24 22:37:16,2013-05-24 22:37:16
1317,gyhqb9PXg,Moor,"A black person, from the black Muslims which invaded Europe during the Middle Ages.","[1] Uncultivated land [2] Muslim inhabitants of the Maghreb, the Iberian Peninsula, Sicily, Sardinia, Corsica, and Malta during the Middle Ages",False,,94.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-05-24 00:48:27,2013-05-24 00:48:27
1318,6HMveGX48,African catfish,Referring to Muslims in Myanmar as an invasive species,,False,,93.0,eng,,,,False,True,True,False,False,False,False,27,12,0,2013-05-22 22:31:03,2013-05-22 22:31:03
